Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Median Home Value,Persons with Bachelor Degree,People in Labor Force,People Unemployed,Unemplyment Rate
08648,32300.0,37.2,86451.0,38044.0,1761.0,5.452012383900929,289100.0,6269.0,18534.0,1564.0,8.438545376065608
08690,18766.0,46.5,96192.0,40979.0,229.0,1.2202920174784184,310300.0,3374.0,10561.0,550.0,5.207840166650885
08691,15431.0,41.6,109293.0,51883.0,548.0,3.551292852051066,412200.0,3584.0,8418.0,700.0,8.31551437396056
08701,92586.0,23.2,40240.0,14769.0,27363.0,29.554144255070963,280100.0,6645.0,29169.0,2688.0,9.215262778977682
08720,1031.0,28.1,104310.0,43403.0,0.0,0.0,448300.0,146.0,469.0,35.0,7.462686567164179
08721,20789.0,41.4,78847.0,33094.0,944.0,4.540862956371158,271300.0,2224.0,11285.0,1217.0,10.78422684980062
08722,11105.0,35.0,80386.0,30816.0,720.0,6.483565961278703,251200.0,1177.0,6161.0,423.0,6.865768544067522
08723,31769.0,43.1,66233.0,33114.0,2000.0,6.295445245364978,280300.0,3576.0,17101.0,2041.0,11.934974562891059
08724,42866.0,43.7,69797.0,33568.0,2318.0,5.407549106517986,266600.0,6069.0,23075.0,2328.0,10.088840736728061
08730,4782.0,46.8,111875.0,52622.0,113.0,2.3630280217482227,600000.0,1377.0,2362.0,238.0,10.076206604572397
08731,19868.0,42.6,64357.0,30511.0,1491.0,7.504529897322327,270900.0,2336.0,10970.0,1470.0,13.400182315405651
08732,1553.0,49.8,74375.0,39906.0,132.0,8.49967804249839,401500.0,331.0,784.0,70.0,8.928571428571429
08733,2787.0,33.0,60556.0,24717.0,256.0,9.185504126300682,212100.0,193.0,1530.0,169.0,11.045751633986928
08734,7907.0,43.3,86357.0,36882.0,332.0,4.198811179967118,290600.0,1141.0,4499.0,430.0,9.557679484329851
08735,3283.0,61.7,63200.0,44956.0,284.0,8.650624428876029,645100.0,651.0,1372.0,133.0,9.693877551020408
08736,12372.0,48.2,94250.0,55065.0,662.0,5.350792111218881,543200.0,2870.0,6222.0,323.0,5.191256830601093
08738,964.0,63.5,123750.0,92818.0,35.0,3.6307053941908713,1000001.0,285.0,399.0,21.0,5.2631578947368425
08740,1961.0,41.8,62857.0,29916.0,244.0,12.44263131055584,245900.0,255.0,1097.0,96.0,8.751139471285324
08741,2591.0,40.3,86146.0,34881.0,86.0,3.31918178309533,319400.0,371.0,1461.0,154.0,10.54072553045859
08742,24377.0,43.8,77700.0,39316.0,1636.0,6.711244205603643,377700.0,4280.0,13475.0,1197.0,8.883116883116884
08750,3596.0,52.1,103875.0,65829.0,69.0,1.9187986651835374,823200.0,977.0,1763.0,137.0,7.770845150311969
08751,4248.0,49.8,32733.0,24775.0,659.0,15.513182674199623,455900.0,512.0,1904.0,320.0,16.80672268907563
08752,1897.0,62.7,59028.0,41314.0,92.0,4.849762783342119,550100.0,409.0,819.0,87.0,10.622710622710622
08753,63891.0,40.3,76202.0,34756.0,4238.0,6.633172121269037,294000.0,8932.0,36104.0,3488.0,9.660979392865057
08755,25737.0,45.7,68109.0,36202.0,1250.0,4.8568209192990635,283900.0,3759.0,12044.0,1034.0,8.585187645300564
08757,33041.0,64.3,36595.0,25393.0,3227.0,9.766653551647952,156500.0,2416.0,10887.0,1409.0,12.94204096629007
08758,7512.0,53.6,70546.0,33778.0,507.0,6.7492012779552715,306300.0,1084.0,3445.0,476.0,13.817126269956459
08759,33033.0,69.0,35984.0,28401.0,2402.0,7.271516362425453,118800.0,3069.0,9654.0,1263.0,13.082660037290243
08801,8662.0,35.9,114050.0,45052.0,172.0,1.9856845993996768,425500.0,1674.0,3779.0,155.0,4.1016141836464675
08802,3603.0,43.3,110884.0,49471.0,167.0,4.635026366916459,389100.0,636.0,2154.0,220.0,10.21355617455896
08804,2679.0,42.2,103190.0,45405.0,59.0,2.202314296379246,345500.0,452.0,1593.0,161.0,10.106716886377903
08805,12340.0,35.7,67040.0,31531.0,949.0,7.690437601296597,302100.0,1425.0,7193.0,600.0,8.34144306965105
08807,38241.0,41.4,112474.0,46495.0,1540.0,4.027091341753615,437700.0,7590.0,20618.0,1648.0,7.9930158114269085
08808,52.0,40.3,54167.0,29587.0,4.0,7.6923076923076925,191700.0,6.0,36.0,6.0,16.666666666666668
08809,6471.0,41.0,95201.0,38696.0,244.0,3.770669139236594,340400.0,1116.0,3056.0,291.0,9.522251308900524
08810,9163.0,37.9,108283.0,40927.0,93.0,1.0149514351195024,376100.0,2392.0,4946.0,257.0,5.196118075212293
08812,14330.0,40.1,94562.0,41983.0,653.0,4.556873691556176,347600.0,2565.0,8245.0,489.0,5.93086719223772
08816,46550.0,42.2,96067.0,41839.0,2223.0,4.775510204081633,372800.0,10019.0,25381.0,2268.0,8.9358181316733
08817,44646.0,35.5,85152.0,33677.0,3276.0,7.337723424270932,307500.0,9119.0,24804.0,2327.0,9.381551362683439
08820,39878.0,41.0,112073.0,46672.0,1690.0,4.237925673303576,452800.0,9010.0,21681.0,1905.0,8.786495087864951
08821,289.0,43.5,113250.0,44576.0,37.0,12.802768166089965,236600.0,33.0,196.0,36.0,18.367346938775512
08822,30430.0,43.7,101922.0,47722.0,1762.0,5.790338481761419,403900.0,6000.0,17327.0,1263.0,7.289201823743291
08823,9096.0,35.7,93903.0,45929.0,273.0,3.0013192612137205,250200.0,2489.0,5876.0,269.0,4.577944179714091
08824,12175.0,40.0,117863.0,43935.0,422.0,3.46611909650924,396300.0,2540.0,6550.0,417.0,6.366412213740458
08825,4528.0,43.9,94079.0,39574.0,238.0,5.256183745583039,371000.0,676.0,2371.0,212.0,8.941374947279629
08826,5771.0,45.9,97452.0,45198.0,275.0,4.765205337029977,368400.0,962.0,3354.0,180.0,5.366726296958855
08827,4185.0,48.8,98400.0,42877.0,308.0,7.359617682198327,375700.0,901.0,2391.0,313.0,13.090757005437055
08828,2360.0,40.0,78958.0,34618.0,112.0,4.745762711864407,258100.0,364.0,1368.0,98.0,7.16374269005848
08829,3694.0,40.5,95282.0,42726.0,24.0,0.6497022198159177,279700.0,661.0,2184.0,311.0,14.239926739926739
08830,18559.0,39.3,83581.0,33236.0,1228.0,6.616735815507301,310400.0,3932.0,9810.0,705.0,7.186544342507645
08831,46818.0,50.7,67676.0,42007.0,2355.0,5.030116621812123,324300.0,7960.0,19553.0,1954.0,9.993351403876643
08832,2580.0,30.2,43900.0,21547.0,713.0,27.635658914728683,287700.0,203.0,1284.0,226.0,17.601246105919003
08833,9039.0,47.2,135259.0,75622.0,239.0,2.64409779842903,479800.0,2065.0,5103.0,470.0,9.210268469527728
08835,10400.0,41.3,62583.0,29298.0,723.0,6.951923076923077,273500.0,947.0,6107.0,852.0,13.95120353692484
08836,3767.0,46.3,135547.0,63833.0,101.0,2.6811786567560394,603800.0,917.0,2172.0,120.0,5.524861878453039
08837,16030.0,38.2,74589.0,35025.0,1085.0,6.7685589519650655,298700.0,2941.0,8638.0,703.0,8.138457976383423
08840,16535.0,41.7,102196.0,46958.0,560.0,3.3867553674024795,369300.0,3580.0,9168.0,670.0,7.308027923211169
08844,38907.0,39.8,112923.0,46019.0,1462.0,3.757678566838872,403000.0,8311.0,22209.0,1349.0,6.074114097888243
08846,13703.0,41.6,80833.0,33458.0,257.0,1.87550171495293,321100.0,1979.0,7596.0,679.0,8.93891521853607
08848,8371.0,46.3,102852.0,44983.0,157.0,1.8755226376776968,370500.0,1424.0,4838.0,384.0,7.937164117403886
08850,8274.0,42.6,97120.0,41082.0,473.0,5.7167029248247525,358300.0,1665.0,5264.0,535.0,10.163373860182372
08852,17233.0,38.1,102950.0,42303.0,570.0,3.3076074972436604,371400.0,4066.0,9504.0,594.0,6.25
08853,5542.0,42.9,122500.0,49686.0,74.0,1.335258029592205,531900.0,1200.0,3026.0,252.0,8.327825512227363
08854,56874.0,33.2,91164.0,32262.0,2827.0,4.970636846362134,327800.0,9509.0,30118.0,2953.0,9.80476791287602
08857,40271.0,40.5,92725.0,38319.0,1237.0,3.0716893049589036,348400.0,6649.0,22925.0,1908.0,8.322791712104689
08858,170.0,66.8,79444.0,70244.0,0.0,0.0,724400.0,18.0,50.0,0.0,0.0
08859,21594.0,38.9,79835.0,35353.0,1312.0,6.075761785681208,312300.0,3905.0,12116.0,1019.0,8.410366457576758
08861,53415.0,33.0,45601.0,19501.0,12427.0,23.265000468033325,254000.0,3990.0,24686.0,1762.0,7.137648869804748
08863,12342.0,38.8,74836.0,31089.0,963.0,7.802625182304327,297700.0,1551.0,6940.0,614.0,8.847262247838616
08865,29824.0,40.9,55599.0,27067.0,3652.0,12.245171673819742,208300.0,2754.0,15626.0,1666.0,10.661717650070395
08867,5436.0,45.5,114174.0,49652.0,62.0,1.1405445180279616,542200.0,1191.0,2862.0,291.0,10.167714884696016
08869,7058.0,37.8,76250.0,35079.0,737.0,10.44205157268348,334700.0,972.0,3872.0,244.0,6.301652892561983
08872,20041.0,37.7,72956.0,32666.0,1276.0,6.366947757097949,312100.0,2591.0,10478.0,1003.0,9.572437488070243
08873,51048.0,40.0,85148.0,37985.0,3307.0,6.47821658047328,332400.0,9755.0,26909.0,2307.0,8.573339774796537
08876,22268.0,39.8,89242.0,41896.0,1019.0,4.57607328902461,348300.0,4157.0,12757.0,866.0,6.788429881633613
08879,22974.0,40.9,72508.0,34654.0,1300.0,5.658570558022112,285900.0,3130.0,12863.0,1197.0,9.30576070901034
08880,4584.0,35.9,71607.0,31046.0,369.0,8.049738219895287,251600.0,624.0,2599.0,278.0,10.696421700654097
08882,16079.0,38.6,66327.0,27054.0,1683.0,10.467068847565146,288100.0,1565.0,9086.0,1531.0,16.850099053488883
08884,8309.0,41.9,76681.0,33593.0,283.0,3.405945360452521,292900.0,873.0,4558.0,316.0,6.932865291794647
08886,7071.0,40.9,109970.0,42475.0,212.0,2.998161504737661,353100.0,1367.0,3920.0,407.0,10.38265306122449
08887,1079.0,43.5,64205.0,39043.0,72.0,6.672845227062094,222300.0,219.0,616.0,31.0,5.032467532467533
08889,9934.0,44.7,124712.0,60270.0,623.0,6.2713911817998795,438900.0,2231.0,5467.0,576.0,10.535942930309128
08890,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
08901,55476.0,23.1,39901.0,14614.0,16144.0,29.100872449347467,248100.0,2953.0,27194.0,3020.0,11.105390895050379
08902,41774.0,36.3,81531.0,35200.0,2297.0,5.498635514913583,301800.0,8082.0,23745.0,1900.0,8.001684565171615
08904,14136.0,33.3,73789.0,39800.0,1632.0,11.544991511035654,366000.0,2400.0,8079.0,738.0,9.134793910137393
10001,21966.0,34.7,81671.0,82166.0,3375.0,15.364654465992897,650200.0,5960.0,14342.0,1305.0,9.099149351554873
10002,82191.0,39.8,33218.0,26227.0,23346.0,28.404569843413512,535600.0,12969.0,40024.0,4648.0,11.613032180691585
10003,57310.0,32.3,92540.0,74189.0,5916.0,10.322805793055313,817700.0,17797.0,36793.0,2484.0,6.751284211670698
10004,2807.0,33.1,129313.0,108786.0,250.0,8.906305664410402,894200.0,869.0,2203.0,204.0,9.260099863822061
10005,6822.0,28.6,124670.0,102849.0,724.0,10.612723541483437,1000001.0,2585.0,5588.0,220.0,3.937007874015748
10006,2507.0,31.3,119274.0,101271.0,252.0,10.051854806541684,714300.0,814.0,2201.0,185.0,8.405270331667424
10007,6525.0,34.0,216037.0,157713.0,144.0,2.206896551724138,1000001.0,1767.0,3884.0,185.0,4.76313079299691
10009,62810.0,36.3,59929.0,43893.0,12567.0,20.007960515841425,672800.0,17247.0,37459.0,2674.0,7.138471395392296
10010,30670.0,35.1,97955.0,79491.0,4204.0,13.707205738506683,746200.0,9334.0,19404.0,1577.0,8.127190270047413
10011,52167.0,39.7,104238.0,110631.0,4379.0,8.394195564245596,914500.0,17389.0,36650.0,2344.0,6.395634379263302
10012,26145.0,34.1,86594.0,72914.0,2552.0,9.760948556129279,1000001.0,8643.0,18083.0,925.0,5.115301664546812
10013,26065.0,36.4,83725.0,90699.0,3223.0,12.365240744293112,1000001.0,6284.0,14468.0,876.0,6.054741498479403
10014,30597.0,36.7,108483.0,106068.0,1989.0,6.500637317384057,947300.0,12361.0,22504.0,1592.0,7.074297902595094
10016,51196.0,32.8,105324.0,87986.0,4689.0,9.158918665520744,759600.0,17495.0,35988.0,1952.0,5.424030232299655
10017,16129.0,37.2,100652.0,101239.0,1207.0,7.483414966829933,637100.0,5801.0,12283.0,516.0,4.20092811202475
10018,7021.0,30.9,104635.0,75598.0,972.0,13.844181740492807,1000001.0,2127.0,5309.0,280.0,5.274062912036165
10019,38394.0,38.8,84424.0,84966.0,5013.0,13.056727613689638,808600.0,12128.0,26383.0,1784.0,6.761930030701588
10020,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10021,40862.0,42.7,107907.0,120077.0,2763.0,6.76178356419167,1000001.0,12921.0,24758.0,1138.0,4.596494062525244
10022,29618.0,45.3,109019.0,129778.0,1318.0,4.449996623674792,866100.0,10835.0,19576.0,1276.0,6.518185533306089
10023,61315.0,41.3,103534.0,99496.0,5316.0,8.669982875315991,872500.0,16474.0,37175.0,2252.0,6.057834566240754
10024,59164.0,41.8,109956.0,97633.0,3950.0,6.676357244270164,1000001.0,15984.0,35662.0,1979.0,5.549324210644383
10025,97390.0,38.2,68516.0,55843.0,16008.0,16.437005852756958,934600.0,21443.0,54594.0,4729.0,8.66212404293512
10026,37871.0,33.6,43107.0,28674.0,10640.0,28.09537640938977,602400.0,5404.0,18450.0,1527.0,8.276422764227643
10027,62617.0,30.7,37872.0,27349.0,16581.0,26.480029384991298,716100.0,7917.0,28279.0,2158.0,7.6311043530535025
10028,44295.0,40.3,104638.0,107679.0,2538.0,5.72976633931595,1000001.0,14022.0,28607.0,1605.0,5.610514908938372
10029,77454.0,33.5,31888.0,25270.0,21062.0,27.19291450409275,787000.0,9045.0,36702.0,4732.0,12.893030352569342
10030,28472.0,34.0,31925.0,23992.0,7954.0,27.936218038774935,509000.0,3537.0,14461.0,2148.0,14.853744554318512
10031,59092.0,33.0,37655.0,23322.0,16139.0,27.311649631083736,369800.0,7171.0,32081.0,3679.0,11.46784701225024
10032,59374.0,34.5,34568.0,19005.0,16743.0,28.199211776198336,334900.0,7222.0,31004.0,4991.0,16.097922848664687
10033,58710.0,35.9,41556.0,23403.0,14274.0,24.312723556463975,422100.0,7413.0,33319.0,5253.0,15.76577928509259
10034,41510.0,36.5,41171.0,22909.0,10697.0,25.769694049626597,354700.0,5582.0,24008.0,3889.0,16.198767077640788
10035,33488.0,34.2,24533.0,19541.0,13486.0,40.271141901576684,445900.0,3050.0,13112.0,1707.0,13.018608907870654
10036,23132.0,38.2,66599.0,68213.0,3174.0,13.72125194535708,810300.0,7188.0,17363.0,1777.0,10.234406496573174
10037,17377.0,37.6,37341.0,25535.0,4327.0,24.90073085112505,260200.0,2434.0,8089.0,951.0,11.756706638645074
10038,20082.0,32.4,66074.0,58768.0,3679.0,18.319888457324968,616300.0,4873.0,12006.0,644.0,5.363984674329502
10039,26577.0,33.3,33595.0,19675.0,7664.0,28.836964292433308,352300.0,2803.0,12952.0,2914.0,22.49845583693638
10040,44825.0,37.0,42721.0,23593.0,9909.0,22.10596765197992,317300.0,6509.0,24643.0,3372.0,13.683398936817758
10044,12346.0,40.2,83066.0,43053.0,1218.0,9.865543495869108,580400.0,1951.0,6175.0,413.0,6.6882591093117405
10065,32797.0,38.9,115519.0,119546.0,1718.0,5.238283989389274,1000001.0,10477.0,21176.0,1084.0,5.119002644503211
10069,5118.0,38.1,170630.0,123349.0,229.0,4.474404064087534,966600.0,1896.0,3556.0,223.0,6.271091113610798
10075,24849.0,40.9,102941.0,106575.0,1719.0,6.917783411807316,805300.0,8893.0,15627.0,896.0,5.733666090740385
10103,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10110,2.0,-666666666.0,-666666666.0,,1.0,50.0,-666666666.0,0.0,1.0,0.0,0.0
10111,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10112,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10115,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10119,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10128,60121.0,38.8,96296.0,89300.0,4560.0,7.58470417990386,1000001.0,18741.0,37156.0,2156.0,5.802562170308968
10152,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10153,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10154,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10162,1327.0,39.7,168667.0,106304.0,0.0,0.0,-666666666.0,564.0,732.0,43.0,5.8743169398907105
10165,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10167,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10168,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10169,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10170,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10171,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10172,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10173,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10174,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10177,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10271,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10278,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10279,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10280,8685.0,37.9,129574.0,82005.0,428.0,4.928036845135291,685700.0,2818.0,5803.0,318.0,5.47992417714975
10282,6217.0,33.9,230952.0,121627.0,132.0,2.123210551713045,1000001.0,1538.0,3273.0,57.0,1.7415215398716775
10301,38885.0,34.7,56848.0,27952.0,7490.0,19.261926192619264,402300.0,4610.0,17928.0,1594.0,8.891120035698348
10302,16811.0,34.0,56841.0,24198.0,4278.0,25.44762357979894,382000.0,1523.0,7660.0,690.0,9.007832898172325
10303,24537.0,31.1,51537.0,22077.0,5356.0,21.82825936341036,325100.0,2163.0,10738.0,984.0,9.16371763829391
10304,43084.0,34.8,53168.0,27103.0,8444.0,19.598923034072975,403700.0,4393.0,20123.0,1654.0,8.219450380162003
10305,42006.0,39.9,70758.0,30172.0,4464.0,10.627053278103128,415300.0,5774.0,19787.0,1599.0,8.081063324404912
10306,55902.0,41.4,75807.0,34834.0,3524.0,6.303888948517048,450200.0,6965.0,26836.0,2091.0,7.791772246236399
10307,14829.0,37.4,86457.0,36028.0,666.0,4.491199676309933,567400.0,1723.0,7084.0,430.0,6.070016939582157
10308,28939.0,42.6,88075.0,38275.0,1517.0,5.242060886692698,452600.0,3310.0,14844.0,1061.0,7.147669091888979
10309,32646.0,38.5,86297.0,35719.0,2209.0,6.766525761195859,539100.0,4069.0,15359.0,812.0,5.286802526206134
10310,25227.0,34.1,61925.0,27923.0,5477.0,21.71086534268839,414600.0,2295.0,12040.0,1570.0,13.039867109634551
10311,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,0.0,0.0,0.0,
10312,60081.0,41.2,85324.0,36128.0,4077.0,6.785839117191791,467300.0,8638.0,30147.0,2381.0,7.89796663017879
10314,87276.0,41.0,77242.0,32807.0,7454.0,8.540721389614555,437500.0,11136.0,41811.0,2764.0,6.610700533352467
10451,47069.0,31.2,26754.0,14629.0,17343.0,36.84590707259555,170600.0,2625.0,20116.0,3590.0,17.846490355935575
10452,74931.0,30.4,25979.0,13019.0,27804.0,37.106137646634906,402800.0,3343.0,33862.0,5650.0,16.685370031303528
10453,79793.0,30.7,25470.0,12616.0,32478.0,40.70281854297996,445200.0,3924.0,38203.0,7939.0,20.781090490275634
10454,38089.0,29.3,20232.0,11561.0,17503.0,45.95289978734018,386000.0,1456.0,14634.0,2203.0,15.053983873172065
10455,38576.0,28.7,22609.0,12231.0,14725.0,38.171401907922025,318600.0,1606.0,15361.0,2780.0,18.097780092441898
10456,87723.0,30.3,23452.0,12486.0,34727.0,39.587109423982305,388600.0,3906.0,36643.0,6682.0,18.235406489643314
10457,70282.0,29.0,24949.0,12952.0,27579.0,39.240488318488374,397500.0,3320.0,28947.0,5046.0,17.43185822365012
10458,74859.0,29.2,24618.0,14488.0,27406.0,36.61016043495104,330300.0,3304.0,33102.0,5158.0,15.582140051960607
10459,47977.0,28.6,24461.0,12436.0,19146.0,39.90662192300477,343900.0,2013.0,18685.0,2762.0,14.781910623494783
10460,56084.0,30.0,22307.0,12828.0,22608.0,40.31096212823622,391700.0,2784.0,24295.0,4687.0,19.292035398230087
10461,51730.0,38.2,52347.0,26630.0,7727.0,14.93717378697081,454700.0,5826.0,26636.0,3347.0,12.565700555638985
10462,77369.0,35.3,45864.0,21836.0,15758.0,20.367330584601067,271300.0,8092.0,38918.0,4666.0,11.98931085872861
10463,70420.0,38.8,54258.0,30875.0,11878.0,16.867367225220107,289700.0,8772.0,35376.0,3723.0,10.524084124830393
10464,4248.0,48.7,70078.0,39454.0,266.0,6.261770244821093,484000.0,576.0,2311.0,107.0,4.6300302899177845
10465,44862.0,40.1,65450.0,29953.0,6171.0,13.75551691855022,437800.0,4603.0,21994.0,2159.0,9.81631354005638
10466,70609.0,35.9,44012.0,19925.0,14429.0,20.4350720163152,391300.0,6490.0,34527.0,3991.0,11.559069713557506
10467,98754.0,32.4,36048.0,18137.0,26803.0,27.141179091479838,369500.0,7825.0,47546.0,7608.0,16.0013460648635
10468,71822.0,32.0,33776.0,15537.0,22075.0,30.73570772186795,171200.0,4952.0,36461.0,6449.0,17.68739200789885
10469,71843.0,36.2,57776.0,22960.0,9246.0,12.86972982754061,427100.0,7562.0,36013.0,6336.0,17.5936467386777
10470,14850.0,36.2,58600.0,28734.0,1696.0,11.42087542087542,401200.0,1656.0,8146.0,1028.0,12.61969064571569
10471,22030.0,43.6,71798.0,43630.0,1726.0,7.834770767135724,360800.0,4060.0,10808.0,868.0,8.031088082901555
10472,68898.0,30.4,30288.0,14652.0,24273.0,35.230340503352785,429600.0,3630.0,30159.0,4256.0,14.111873735866574
10473,58660.0,36.1,35866.0,19561.0,15513.0,26.44561882032049,386600.0,4607.0,24900.0,2788.0,11.196787148594378
10474,12519.0,29.1,25676.0,11410.0,4803.0,38.36568416007668,351800.0,574.0,4768.0,866.0,18.16275167785235
10475,43231.0,46.5,43629.0,25870.0,4850.0,11.218801323124609,76000.0,4834.0,20937.0,2637.0,12.594927640063046
